titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
Hugo Oliveira promete Famalicão ambicioso no Dragão e assume sonho do Jamor,"O treinador do Famalicão, Hugo Oliveira, assumiu que os seus jogadores irão &quot;jogar para ganhar&quot;, apesar de reconhecer que o FC Porto tem &quot;obrigações diferentes&quot; no encontro dos oitavos de final da Taça de Portugal de futebol.",https://www.rtp.pt/noticias/taca-de-portugal/hugo-oliveira-promete-famalicao-ambicioso-no-dragao-e-assume-sonho-do-jamor_d1704960,2025-12-17 18:17:43+00:00,RTP,desporto,12,37,2,18,1
Prémios monetários da FIFA no Munidal2026 são os mais altos de sempre,A FIFA vai distribuir um valor recorde de 620 milhões de euros pelas 48 seleções presentes no Mundial2026 de futebol ao longo da competição. O montante representa um aumento de mais 50% em relação à edição anterior.,https://www.rtp.pt/noticias/futebol-internacional/premios-monetarios-da-fifa-no-munidal2026-sao-os-mais-altos-de-sempre_d1704944,2025-12-17 18:16:30+00:00,RTP,desporto,12,37,2,18,1
Otamendi recordista de minutos desde 2023,"O futebolista argentino Nicolás Otamendi, do Benfica, foi recordista mundial de minutos de competição desde 2023, segundo um estudo divulgado esta quarta-feira pelo Observatório do Futebol (CIES).",https://www.rtp.pt/noticias/benfica/otamendi-recordista-de-minutos-desde-2023_d1704969,2025-12-17 18:04:50+00:00,RTP,desporto,6,27,2,18,0
Taça de Portugal. União de Leiria vence Vila Meã e chega aos quartos de final,"A União de Leiria qualificou-se hoje para os quartos de final da Taça de Portugal de futebol, ao vencer por 1-0 o Vila Meã, último representante dos campeonatos não profissionais em prova, numa eliminatória decidida num penálti.",https://www.rtp.pt/noticias/futebol-nacional/taca-de-portugal-uniao-de-leiria-vence-vila-mea-e-chega-aos-quartos-de-final_d1704952,2025-12-17 17:19:04+00:00,RTP,desporto,15,37,2,17,0
Inter Miami renova contrato do uruguaio Luis Suárez por mais um ano,"O veterano avançado uruguaio Luis Suárez, de 38 anos, prolongou a sua ligação com o Inter Miami até ao final da próxima temporada, anunciou hoje o clube que esta época conquistou a Liga norte-americana de futebol (MLS).",https://www.rtp.pt/noticias/futebol-internacional/inter-miami-renova-contrato-do-uruguaio-luis-suarez-por-mais-um-ano_d1704942,2025-12-17 16:43:10+00:00,RTP,desporto,12,37,2,16,0
Carlos Alcaraz termina ligação com treinador após sete anos,"O número um do ténis mundial, Carlos Alcaraz, anunciou esta quarta-feira o fim da ligação com o treinador Juan Carlos Ferrero, que o acompanhava desde os 15 anos. Samuel López será o sucessor.",https://www.rtp.pt/noticias/tenis/carlos-alcaraz-termina-ligacao-com-treinador-apos-sete-anos_d1704931,2025-12-17 16:02:21+00:00,RTP,desporto,9,33,2,16,1
"Treinador do Santa Clara diz que enfrentar Sporting é ""motivo extra de superação""",O treinador do Santa Clara afirmou hoje que enfrentar o Sporting na Taça de Portugal é um “motivo extra de superação” e defendeu que a equipa deve permanecer “focada” no trabalho e “afastar-se das polémicas”.,https://www.rtp.pt/noticias/sporting/treinador-do-santa-clara-diz-que-enfrentar-sporting-e-motivo-extra-de-superacao_d1704923,2025-12-17 14:57:00+00:00,RTP,desporto,13,35,2,14,0
Open de Portugal de golfe disputa-se na Aroeira em 2026,"O Open de Portugal de golfe, do circuito challenger europeu, vai ser disputado na Aroeira, no concelho de Almada, em 2026, anunciaram hoje os organizadores do campeonato.",https://www.rtp.pt/noticias/outras-modalidades/open-de-portugal-de-golfe-disputa-se-na-aroeira-em-2026_d1704916,2025-12-17 14:29:58+00:00,RTP,desporto,10,27,2,14,0
Oeiras recebe Mundiais de remo de mar em 2027,"Oeiras vai voltar a receber os Mundiais de remo de mar, em 2027, um ano antes de a modalidade efetuar a estreia nos Jogos Olímpicos, em Los Angeles2028, anunciou hoje a World Rowing.",https://www.rtp.pt/noticias/outras-modalidades/oeiras-recebe-mundiais-de-remo-de-mar-em-2027_d1704914,2025-12-17 14:27:26+00:00,RTP,desporto,9,33,2,14,0
Taça de Portugal. Silas atribui favoritismo ao Benfica,"O treinador do Farense atribui o favoritismo ao Benfica. No entanto, Silas garante que a equipa está preparada e quer surpreender na Taça de Portugal.",https://www.rtp.pt/noticias/desporto/taca-de-portugal-silas-atribui-favoritismo-ao-benfica_v1704902,2025-12-17 14:12:47+00:00,RTP,desporto,8,25,2,14,0
Rui Borges fala num Sporting preparado emocionalmente para enfrentar o Santa Clara,"Rui Borges, treinador do Sporting, classifica a Taça de Portugal como uma competição diferente dos jogos da liga nacional:&quot; uma competição diferente, o estilo é diferente e a energia vai ser diferente de parte a parte.&quot;",https://www.rtp.pt/noticias/desporto/rui-borges-fala-num-sporting-preparado-emocionalmente-para-enfrentar-o-santa-clara_v1704884,2025-12-17 13:19:47+00:00,RTP,desporto,12,36,2,13,0
12h30m Edição Valter Madureira,,https://www.rtp.pt/noticias/noticiario-desporto/12h30m-edicao-valter-madureira_a1_1704877,2025-12-17 13:00:01+00:00,RTP,desporto,4,0,2,13,0
FIFA pune Malásia com três derrotas por fraude na naturalização de jogadores,"A FIFA puniu a Malásia com derrota por 3-0 nos jogos com Cabo Verde, Palestina e Singapura, por ter alinhado com vários jogadores que apresentaram documentação falsa para representar a seleção, anunciou hoje a Federação Malaia de Futebol.",https://www.rtp.pt/noticias/futebol-internacional/fifa-pune-malasia-com-tres-derrotas-por-fraude-na-naturalizacao-de-jogadores_d1704871,2025-12-17 12:41:46+00:00,RTP,desporto,12,38,2,12,-1
New York Knicks conquistam terceira edição da NBA Cup,"Os New York Knicks conquistaram na terça-feira a terceira edição da NBA Cup, a mais recente competição da liga norte-americana de basquetebol, depois de vencer os San Antonio Spurs, por 124-113.",https://www.rtp.pt/noticias/outras-modalidades/new-york-knicks-conquistam-terceira-edicao-da-nba-cup_d1704858,2025-12-17 11:04:26+00:00,RTP,desporto,9,31,2,11,0
"Miguel Miranda lembra seleção que ""acreditava no impossível"" no Eurobasket2007","O ex-basquetebolista e hoje treinador Miguel Miranda recorda o trajeto da seleção portuguesa que “acreditava no impossível” e que se classificou na nona posição do Eurobasket2007, num livro que apresenta na quinta-feira.",https://www.rtp.pt/noticias/outras-modalidades/miguel-miranda-lembra-selecao-que-acreditava-no-impossivel-no-eurobasket2007_d1704838,2025-12-17 09:15:30+00:00,RTP,desporto,10,32,2,9,0
Benfica procura eliminar Farense para marcar clássico com FC Porto,"Esta quarta-feira é dia de Taça de Portugal. Dia em que o Benfica vai tentar ultrapassar o secundário Farense, em jogo dos oitavos de final da Taça de Portugal em futebol, e marcar duelo com o FC Porto, caso este siga igualmente para os ‘quartos’.",https://www.rtp.pt/noticias/futebol-nacional/benfica-procura-eliminar-farense-para-marcar-classico-com-fc-porto_d1704825,2025-12-17 08:22:36+00:00,RTP,desporto,10,45,2,8,0
Chelsea bate Cardiff com golo de Neto e está nas `meias` da Taça da Liga inglesa,"O Chelsea ganhou hoje ao Cardiff, por 3-1, nos quartos de final da Taça da Liga inglesa de futebol, com o internacional português Pedro Neto a marcar um dos golos do apuramento dos ‘blues’ para as ‘meias’.",https://www.rtp.pt/noticias/futebol-internacional/chelsea-bate-cardiff-com-golo-de-neto-e-esta-nas-meias-da-taca-da-liga-inglesa_d1704752,2025-12-16 22:54:18+00:00,RTP,desporto,16,37,1,22,0
FC Barcelona vence em casa do Guadalajara e avança na Taça do Rei,"O FC Barcelona venceu esta terça-feira por 2-0 em casa do Guadalajara, do terceiro escalão, em jogo dos 16 avos de final da Taça do Rei de futebol, mas só desbloqueou a partida no último quarto de hora.",https://www.rtp.pt/noticias/futebol-internacional/fc-barcelona-vence-em-casa-do-guadalajara-e-avanca-na-taca-do-rei_d1704748,2025-12-16 22:39:18+00:00,RTP,desporto,13,38,1,22,0
Benfica perde em Espanha e está fora da `Champions` de basquetebol,"O Benfica foi esta terça-feira eliminado da Liga dos Campeões de basquetebol, ao perder na visita aos espanhóis do Dreamland Gran Canaria (87-63), na sexta e última jornada do Grupo H, em que averbou o quinto desaire.",https://www.rtp.pt/noticias/benfica/benfica-perde-em-espanha-e-esta-fora-da-champions-de-basquetebol_d1704745,2025-12-16 22:15:58+00:00,RTP,desporto,11,37,1,22,0
Rodrigo Pinheiro promete Famalicão ambicioso no Dragão para a Taça de Portugal,"O Famalicão visita o FC Porto para os oitavos de final da Taça de Portugal de futebol, em que o lateral Rodrigo Pinheiro garantiu uma equipa minhota ambiciosa e determinada em ultrapassar o desfecho do último duelo.",https://www.rtp.pt/noticias/futebol-nacional/rodrigo-pinheiro-promete-famalicao-ambicioso-no-dragao-para-a-taca-de-portugal_d1704736,2025-12-16 22:01:48+00:00,RTP,desporto,12,37,1,22,0
Benfica visita Farense para a Taça,José Mourinho assume que vai fazer algumas mudanças no 11 inicial.,https://www.rtp.pt/noticias/desporto/benfica-visita-farense-para-a-taca_v1704725,2025-12-16 21:15:47+00:00,RTP,desporto,6,11,1,21,0
Campeões mundiais de sub-17 do FC Porto homenageados pela associação distrital,"Os futebolistas Martim Chelmik, Yoan Pereira, Bernardo Lima, Mateus Mide e Duarte Cunha, do FC Porto, foram hoje homenageados pela associação distrital (AF Porto) pela conquista do título mundial de sub-17.",https://www.rtp.pt/noticias/selecao-nacional/campeoes-mundiais-de-sub-17-do-fc-porto-homenageados-pela-associacao-distrital_d1704717,2025-12-16 20:48:35+00:00,RTP,desporto,11,31,1,20,0
Nadadora Mariana Cunha bate recorde nacional dos 100 metros mariposa,"A nadadora Mariana Cunha estabeleceu hoje um novo recorde nacional dos 100 metros mariposa, enquanto o Sport Algés e Dafundo conseguiu também a melhor marca na estafeta feminina dos 4x50 metros estilos, durante os campeoantos de Portugal.",https://www.rtp.pt/noticias/outras-modalidades/nadadora-mariana-cunha-bate-recorde-nacional-dos-100-metros-mariposa_d1704712,2025-12-16 20:11:58+00:00,RTP,desporto,10,37,1,20,1
João Pedro Sousa deixa comando técnico do AFS,"&quot;Não há duas sem três&quot;, diz a gíria popular e parece encaixar no clube da Vila das Aves, que volta a mudar de treinador. Uma nova mexida no comando técnico da equipa de futebol, dias depois da goleada sofrida em Alvalade, a terceira derrota consecutiva do Aves Futebol Sad (AFS). João Pedro Sousa deixa assim o clube, que se prepara para apresentar o terceiro treinador esta temporada.",https://www.rtp.pt/noticias/futebol-nacional/joao-pedro-sousa-deixa-comando-tecnico-do-afs_d1704693,2025-12-16 18:37:09+00:00,RTP,desporto,8,67,1,18,-1
The Best. Ousmane Dembelé eleito o melhor jogador do mundo pela FIFA,"O avançado francês Ousmane Dembelé, do Paris Saint-Germain, foi hoje galardoado com o prémio The Best para melhor futebolista do mundo, atribuído pela FIFA, em Doha.",https://www.rtp.pt/noticias/futebol-internacional/the-best-ousmane-dembele-eleito-o-melhor-jogador-do-mundo-pela-fifa_d1704689,2025-12-16 18:09:04+00:00,RTP,desporto,12,26,1,18,0
Dumfries operado ao tornozelo desfalca Inter Milão pelo menos dois meses,"O neerlandês Denzel Dumfries, do Inter Milão, foi hoje operado ao tornozelo esquerdo, informou o atual líder da Liga italiana de futebol, que deverá ficar privado do lateral durante pelo menos dois meses.",https://www.rtp.pt/noticias/futebol-internacional/dumfries-operado-ao-tornozelo-desfalca-inter-milao-pelo-menos-dois-meses_d1704683,2025-12-16 17:47:53+00:00,RTP,desporto,11,33,1,17,0
Presidentes da LPFP e La Liga admitem criação de Taça Ibérica de futebol,"O presidente da Liga Portuguesa de Futebol Profissional (LPFP), Reinaldo Teixeira, e o homólogo da Liga espanhola, Javier Tebas, admitiram hoje conversações para a criação da Taça Ibérica, mas negaram que seja um projeto para o &quot;curto prazo&quot;.",https://www.rtp.pt/noticias/futebol-internacional/presidentes-da-lpfp-e-la-liga-admitem-criacao-de-taca-iberica-de-futebol_d1704681,2025-12-16 17:41:19+00:00,RTP,desporto,13,38,1,17,0
TAD revoga interdição de um jogo do Estádio da Luz por incidentes no Dragão,"O Tribunal Arbitral do Desporto (TAD) revogou hoje a interdição por um jogo do Estádio da Luz, imposta pelo Conselho de Disciplina (CD) da Federação Portuguesa de Futebol (FPF) por comportamento incorreto de adeptos benfiquistas no Estádio do Dragão.",https://www.rtp.pt/noticias/benfica/tad-revoga-interdicao-de-um-jogo-do-estadio-da-luz-por-incidentes-no-dragao_d1704672,2025-12-16 17:24:12+00:00,RTP,desporto,14,39,1,17,0
TAD revoga castigo a Quenda por publicação insultuosa nos festejos do título,"O Tribunal Arbitral do Desporto (TAD) anulou a pena de um jogo de suspensão ao futebolista Quenda, concluindo que a publicação &quot;grosseira&quot; do sportinguista nas redes sociais não tem destinatário certo e está protegida pela liberdade de expressão.",https://www.rtp.pt/noticias/sporting/tad-revoga-castigo-a-quenda-por-publicacao-insultuosa-nos-festejos-do-titulo_d1704669,2025-12-16 17:20:19+00:00,RTP,desporto,12,38,1,17,0
Benfica visita Farense para a Taça de Portugal com mudanças e confiança reforçada,"O Benfica será o primeiro dos três grandes a entrar em campo nos &#039;oitavos de final&#039; da Taça de Portugal, defrontando o Farense, da II Liga, esta quarta-feira, às 20h45, no Estádio de São Luís. Na antevisão do encontro, José Mourinho garantiu que a equipa vai encarar o jogo com seriedade, apesar das alterações previstas no onze.",https://www.rtp.pt/noticias/benfica/benfica-visita-farense-para-a-taca-de-portugal-com-mudancas-e-confianca-reforcada_d1704656,2025-12-16 16:35:12+00:00,RTP,desporto,13,57,1,16,0
LC feminina: Treinador do Benfica espera Paris Saint-Germain “imprevisível” na despedida,"O treinador da equipa feminina do Benfica, Ivan Baptista, afirmou hoje esperar uma equipa francesa do Paris Saint-Germain “imprevisível” na despedida da Liga dos Campeões de futebol, sem pensar ainda no dérbi frente ao Sporting.",https://www.rtp.pt/noticias/benfica/lc-feminina-treinador-do-benfica-espera-paris-saint-germain-imprevisivel-na-despedida_d1704646,2025-12-16 16:05:12+00:00,RTP,desporto,11,35,1,16,0
Romelu Lukaku `reforça` Nápoles após lesão que o afastou quatro meses,"O futebolista internacional belga Romelu Lukaku está recuperado de lesão grave que o afastou quatro meses da competição e integrou hoje a convocatória do Nápoles para a ‘final four’ da Supertaça de Itália, a disputar na Arábia Saudita.",https://www.rtp.pt/noticias/futebol-internacional/romelu-lukaku-reforca-napoles-apos-lesao-que-o-afastou-quatro-meses_d1704645,2025-12-16 15:59:44+00:00,RTP,desporto,11,38,1,15,0
Tiago Monteiro elogia regresso da Fórmula 1 a Portugal,"O antigo piloto Tiago Monteiro elogiou hoje o regresso do Campeonato do Mundo de Fórmula 1 a Portugal, em 2027 e 2028, novamente ao Autódromo Internacional do Algarve (AIA), seis anos depois.",https://www.rtp.pt/noticias/motores/tiago-monteiro-elogia-regresso-da-formula-1-a-portugal_d1704642,2025-12-16 15:49:15+00:00,RTP,desporto,9,32,1,15,0
Farense com ambição vai tentar surpreender Benfica mais forte da época,"O treinador do Farense, da II Liga de futebol, prometeu hoje uma equipa ambiciosa para tentar surpreender, em casa, o Benfica mais forte da época no jogo dos oitavos de final da Taça de Portugal, na quarta-feira.",https://www.rtp.pt/noticias/benfica/farense-com-ambicao-vai-tentar-surpreender-benfica-mais-forte-da-epoca_d1704641,2025-12-16 15:43:37+00:00,RTP,desporto,11,37,1,15,0
PSG condenado a pagar 61 milhões de euros a Mbappé,"O PSG terá de pagar mais de 60 milhões de euros de salários, prémios e férias em atraso a Kylian Mbappé. A informação foi dada a conhecer esta terça-feira pelo Tribunal do Trabalho de Paris, dando razão ao atual jogador do Real Madrid, numa batalha judicial contra o antigo clube.",https://www.rtp.pt/noticias/futebol-internacional/psg-condenado-a-pagar-61-milhoes-de-euros-a-mbappe_d1704630,2025-12-16 15:09:42+00:00,RTP,desporto,10,50,1,15,0
Boavista chega a acordo com credores e evita encerramento,"O Boavista chegou hoje a acordo com os credores e evitou o encerramento do clube, anunciou hoje a direção dos `axadrezados`, que adverte que esta não é uma solução definitiva, mas que permite manter a instituição em atividade.",https://www.rtp.pt/noticias/futebol-nacional/boavista-chega-a-acordo-com-credores-e-evita-encerramento_d1704615,2025-12-16 15:00:56+00:00,RTP,desporto,9,38,1,15,0
